Bigram,Frequency
"('@', 'ethnic')",1
"('ethnic', 'family')",1
"('family', '.')",2
"('Her', 'father')",2
"(',', 'Elroy')",1
"('Elroy', ',')",1
"('is', 'Sri')",1
"('Lankan', ',')",1
"('mother', ',')",2
"(',', 'Kim')",1
"('Kim', ',')",1
"('is', 'of')",1
"('of', 'Malaysian')",1
"('Malaysian', 'descent')",1
"('descent', '.')",1
"('Her', 'grandfather')",1
"('grandfather', ',')",1
"('mother', ""'s"")",3
"(""'s"", 'side')",1
"('family', ',')",5
"('is', 'Canadian')",1
"('Canadian', 'and')",1
"('her', 'great')",1
"('great', 'grandparents')",1
"('grandparents', 'were')",1
"('were', 'from')",1
"('from', 'Goa')",1
"('Goa', ',')",1
"(',', 'India')",2
"('India', '.')",2
"('a', 'musician')",1
"('musician', 'in')",1
"('Lanka', ',')",1
"('to', 'Bahrain')",1
"('Bahrain', 'in')",1
"('the', '1980s')",1
"('1980s', 'to')",1
"('to', 'escape')",1
"('escape', 'civil')",1
"('civil', 'unrest')",1
"('unrest', 'between')",1
"('the', 'Tamils')",1
"('Tamils', 'and')",1
"('and', 'Sinhalese')",1
"('Sinhalese', 'and')",1
"('subsequently', 'met')",1
"('met', 'her')",1
"('mother', 'who')",1
"('an', 'air')",4
"('air', 'hostess')",1
"('hostess', '.')",1
"('She', 'is')",1
"('youngest', 'of')",1
"('four', 'children')",1
"('children', 'with')",1
"('with', 'one')",1
"('one', 'elder')",1
"('elder', 'sister')",1
"('two', 'elder')",1
"('elder', 'brothers')",1
"('brothers', '.')",1
"('She', 'hosted')",1
"('hosted', 'television')",1
"('television', 'shows')",1
"('shows', 'in')",1
"('in', 'Bahrain')",2
"('Bahrain', 'at')",1
"('the', 'age')",1
"('age', 'of')",1
"('of', 'fourteen')",1
"('fourteen', '.')",1
"('After', 'receiving')",1
"('receiving', 'her')",1
"('her', 'early')",1
"('early', 'education')",1
"('education', 'in')",1
"('she', 'pursued')",1
"('pursued', 'a')",1
"('Sydney', 'in')",1
"('in', 'Australia')",1
"('After', 'graduating')",1
"('graduating', 'she')",1
"('she', 'worked')",1
"('also', 'attended')",1
"('the', 'Berlitz')",1
"('Berlitz', 'school')",1
"('school', 'of')",1
"('of', 'languages')",1
"('languages', ',')",1
"('she', 'learnt')",1
"('learnt', 'Spanish')",1
"('Spanish', 'and')",2
"('and', 'improved')",1
"('improved', 'her')",1
"('her', 'French')",1
"('French', 'and')",1
"('and', 'Arabic')",1
"('Arabic', '.')",1
"('to', 'Fernandez')",1
"('Fernandez', ',')",2
"('had', 'aspired')",1
"('aspired', 'to')",1
"('to', 'become')",6
"('become', 'an')",2
"('an', 'actress')",2
"('actress', 'at')",1
"('a', 'young')",2
"('young', 'age')",1
"('age', 'and')",1
"('and', 'fantasized')",1
"('fantasized', 'about')",1
"('about', 'becoming')",1
"('becoming', 'a')",2
"('a', 'Hollywood')",1
"('Hollywood', 'movie')",1
"('movie', 'star')",1
"('star', '.')",1
"('She', 'received')",1
"('received', 'some')",1
"('some', 'training')",1
"('training', 'at')",3
"('the', 'John')",3
"('John', 'School')",1
"('of', 'Acting')",1
"('Acting', '.')",1
"('Although', ',')",1
"('reporter', ',')",1
"('she', 'accepted')",1
"('accepted', 'offers')",1
"('offers', 'in')",1
"('the', 'modeling')",2
"('modeling', 'industry')",2
"('industry', ',')",2
"('came', 'as')",1
"('her', 'pageant')",1
"('pageant', 'success')",1
"('In', '2006')",2
"('2006', ',')",2
"('was', 'crowned')",1
"('crowned', 'the')",1
"('the', 'Miss')",1
"('pageant', 'and')",1
"('and', 'represented')",2
"('represented', 'Sri')",1
"('Lanka', 'at')",1
"('Universe', '2006')",1
"('2006', 'pageant')",1
"('pageant', 'held')",1
"('in', 'Los')",2
"('Angeles', '.')",1
"('a', '2015')",1
"('2015', 'interview')",1
"('Fernandez', 'described')",1
"('described', 'the')",7
"('industry', 'as')",1
"('a', 'good')",4
"('good', 'training')",1
"('training', 'ground')",1
"('ground', '``')",1
"('and', 'said')",1
"('said', ':')",2
"('a', 'medium')",1
"('medium', 'that')",1
"('that', 'is')",5
"('about', 'shedding')",1
"('shedding', 'your')",1
"('your', 'inhibitions')",1
"('inhibitions', ',')",1
"(',', 'knowing')",1
"('knowing', 'your')",1
"('your', 'body')",1
"(',', 'confidence')",1
"('confidence', '``')",1
"('she', 'appeared')",2
"('appeared', 'in')",8
"('a', 'music')",3
"('video', 'for')",2
"('the', 'song')",8
"('song', '``')",7
"('``', 'O')",1
"('O', 'Sathi')",1
"('Sathi', '``')",1
"('by', 'music')",1
"('music', 'duo')",1
"('duo', 'Bathiya')",1
"('Bathiya', 'and')",1
"('and', 'Santhush')",1
"('Santhush', '.')",1
"('=', 'Acting')",1
"('Acting', 'career')",1
"('=', '2009')",1
"('2009', '–')",1
"('–', '2013')",1
"('2013', '=')",2
"('In', '2009')",1
"('Fernandez', 'traveled')",1
"('traveled', 'to')",1
"('to', 'India')",1
"('India', 'for')",1
"('a', 'modeling')",1
"('modeling', 'assignment')",1
"('assignment', '.')",1
"('She', 'studied')",1
"('studied', 'acting')",1
"('acting', 'under')",1
"('the', 'mentorship')",1
"('mentorship', 'of')",1
"('of', 'theatre')",1
"('theatre', 'director')",1
"('director', 'Barry')",1
"('Barry', 'John')",2
"('John', ',')",1
"('fantasy', 'film')",1
"('film', 'Aladin')",1
"('Aladin', '(')",1
"('(', '2009')",1
"('2009', ')')",1
"(')', 'her')",1
"('She', 'played')",2
"('the', 'love')",1
"('love', 'interest')",1
"('interest', 'of')",1
"('of', 'Riteish')",1
"('Riteish', 'Deshmukh')",1
"('Deshmukh', ""'s"")",1
"(""'s"", 'character')",2
"('role', 'based')",1
"('the', 'Princess')",1
"('Princess', 'Jasmine')",1
"('Jasmine', 'character')",1
"('Fernandez', 'garnered')",1
"('garnered', 'mixed')",1
"('mixed', 'reviews')",2
"('reviews', 'for')",2
"('her', 'performance')",5
"('performance', '.')",3
"('<s>', 'Anupama')",1
"('Anupama', 'Chopra')",2
"('Chopra', 'of')",1
"('of', 'NDTV')",2
"('NDTV', 'called')",2
"('called', 'her')",3
"('her', 'a')",2
"('``', 'plastic')",1
"('plastic', 'debutant')",1
"('debutant', '[')",1
"('[', 'e')",1
"('e', ']')",1
"(']', '``')",2
"('and', 'Rajeev')",1
"('Rajeev', 'Masand')",3
"('Masand', 'of')",1
"('of', 'CNN')",1
"('CNN', '@')",1
"('@', 'IBN')",1
"('IBN', 'felt')",1
"('was', ':')",1
"('``', 'easy')",1
"('easy', 'on')",1
"('and', 'appears')",1
"('appears', 'confident')",1
"('confident', 'but')",1
"('has', 'precious')",1
"('precious', 'little')",1
"('little', 'to')",1
"('do', '``')",1
"('Although', 'the')",4
"('the', 'film')",3
"('film', 'was')",2
"('a', 'critical')",1
"('critical', 'and')",1
"('and', 'commercial')",1
"('commercial', 'failure')",2
"('failure', ',')",1
"('Year', '-')",1
"('-', 'Female')",1
"('Female', '.')",1
"('In', '2010')",2
"('Fernandez', 'appeared')",3
"('appeared', 'opposite')",1
"('opposite', 'Deshmukh')",1
"('Deshmukh', 'in')",1
"('the', 'science')",1
"('science', 'fiction')",1
"('fiction', 'romantic')",1
"('romantic', 'comedy')",1
"('comedy', 'Jaane')",1
"('Jaane', 'Kahan')",2
"('Kahan', 'Se')",2
"('Se', 'Aayi')",2
"('Aayi', 'Hai')",2
"('Hai', '.')",1
"('was', 'cast')",1
"('cast', 'as')",1
"('girl', 'from')",1
"('from', 'Venus')",1
"('Venus', ',')",2
"('who', 'lands')",1
"('lands', 'on')",1
"('on', 'Earth')",1
"('Earth', 'in')",1
"('in', 'search')",1
"('search', 'of')",1
"('of', 'love')",1
"('The', 'film')",4
"('film', ',')",1
"('with', 'Fernandez')",1
"('Fernandez', ""'s"")",5
"(""'s"", 'performance')",1
"('performance', ',')",6
"(',', 'received')",1
"('received', 'poor')",1
"('poor', 'reviews')",1
"('reviews', ';')",1
"(';', 'Rediff.com')",1
"('Rediff.com', ""'s"")",1
"(""'s"", 'Sukanya')",1
"('Sukanya', 'Verma')",1
"('Verma', 'noted')",1
"('noted', ':')",2
"('She', 'gamely')",1
"('gamely', 'makes')",1
"('makes', 'a')",1
"('a', 'fool')",1
"('fool', 'of')",1
"('of', 'herself')",1
"('herself', 'whilst')",1
"('whilst', 'aping')",1
"('aping', 'the')",1
"('the', 'actions')",1
"('actions', 'of')",1
"('of', 'movie')",1
"('movie', 'stars')",1
"('stars', ',')",1
"(',', 'ranging')",2
"('ranging', 'from')",1
"('from', 'Sridevi')",1
"('Sridevi', ""'s"")",1
"(""'s"", 'Naagin')",1
"('Naagin', 'dance')",1
"('dance', ',')",1
"(',', 'Mithun')",1
"('Mithun', 'Chakravarthy')",1
"('Chakravarthy', ""'s"")",1
"(""'s"", 'Disco')",1
"('Disco', 'Dancer')",1
"('Dancer', 'moves')",1
"('moves', ',')",1
"('to', 'Big')",1
"('Big', 'B')",1
"('B', ""'s"")",1
"(""'s"", 'violent')",1
"('violent', 'headshake')",1
"('headshake', 'in')",1
"('in', 'Hum')",1
"('Hum', '.')",1
"('Her', 'Tara')",1
"('Tara', 'could')",1
"('a', 'keeper')",1
"('keeper', 'if')",1
"('if', 'only')",1
"('only', 'Jaane')",1
"('Hai', 'wasn')",1
"(""'t"", 'so')",1
"('so', 'intent')",1
"('intent', 'on')",1
"('on', 'turning')",1
"('turning', 'her')",1
"('her', 'into')",1
"('a', 'love')",1
"('love', '@')",1
"('@', 'struck')",1
"('struck', 'Barbie')",1
"('Barbie', '.')",1
"('<s>', 'Critic')",1
"('Critic', 'Anupama')",1
"('Chopra', 'also')",1
"('also', 'criticized')",1
"('criticized', 'Fernandez')",1
"(',', 'calling')",2
"('calling', 'her')",1
"('a', 'pin')",1
"('pin', '@')",1
"('@', 'prick')",1
"('prick', 'on')",1
"('a', 'balloon')",1
"('balloon', '``')",1
"('Later', 'that')",5
"('made', 'a')",2
"('a', 'cameo')",1
"('cameo', 'appearance')",1
"('Sajid', 'Khan')",2
"('Khan', ""'s"")",1
"(""'s"", 'Housefull')",1
"('Housefull', 'in')",1
"('``', 'Dhanno')",1
"('Dhanno', '``')",1
"('<s>', 'Mahesh')",1
"('Mahesh', 'Bhatt')",1
"('Bhatt', ""'s"")",1
"(""'s"", 'thriller')",1
"('2', 'was')",1
"('was', 'Fernandez')",2
"('success', 'and')",1
"('and', 'marker')",1
"('marker', 'a')",1
"('a', 'turning')",1
"('turning', 'point')",1
"('point', 'in')",1
"('took', 'on')",3
"('the', 'role')",2
"('role', 'of')",2
"('of', 'Priya')",1
"('Priya', ',')",1
"('a', 'lonely')",1
"('lonely', 'model')",1
"('model', 'who')",1
"('is', 'in')",3
"('a', 'confused')",1
"('confused', 'relationship')",1
"('relationship', 'with')",3
"('with', 'Arjun')",1
"('Arjun', 'Bhagwat')",1
"('Bhagwat', '(')",1
"('(', 'played')",3
"('by', 'Emraan')",1
"('Emraan', 'Hashmi')",1
"('Hashmi', ')')",1
"('praised', 'for')",1
"('the', 'her')",1
"('and', 'for')",7
"('the', 'boldness')",1
"('boldness', 'and')",1
"('and', 'sex')",1
"('sex', 'appeal')",1
"('appeal', 'she')",1
"('she', 'displayed')",1
"('film', '.')",3
"('<s>', 'Gaurav')",1
"('Gaurav', 'Malini')",2
"('Malini', 'of')",1
"('The', 'Times')",2
"('Times', 'of')",2
"('of', 'India')",5
"('India', 'stated')",1
"('``', 'tastefully')",1
"('tastefully', 'tempting')",1
"('tempting', '``')",1
"('but', 'noted')",1
"('that', 'her')",1
"('her', 'romance')",1
"('romance', 'with')",1
"('with', 'Hashmi')",1
"('Hashmi', 'was')",1
"('``', 'literally')",1
"('literally', 'half')",1
"('half', '@')",2
"('@', 'baked')",1
"('baked', '``')",1
"('following', 'year')",8
"('ensemble', 'comedy')",1
"('2', 'alongside')",1
"('alongside', 'Akshay')",2
"('Akshay', 'Kumar')",2
"('Kumar', ',')",1
"(',', 'John')",5
"('John', 'Abraham')",3
"('Abraham', ',')",2
"('and', 'Asin')",1
"('Asin', '.')",1
"('became', 'one')",1
"('top', 'grossing')",1
"('grossing', 'productions')",1
"('productions', 'of')",1
"('India', 'that')",1
"('year', 'and')",2
"('and', 'earned')",1
"('earned', '₹')",1
"('₹', '1')",2
"('86', 'billion')",1
"('billion', '(')",3
"('US', '$')",3
"('$', '28')",1
"('28', 'million')",1
"('million', ')')",3
"(')', 'worldwide')",1
"('worldwide', '.')",1
"('Fernandez', 'received')",2
"('received', 'mostly')",1
"('mostly', 'negative')",1
"('negative', 'reviews')",2
"('While', 'Gaurav')",1
"('Malini', 'praised')",1
"('praised', 'her')",3
"('her', 'looks')",1
"('looks', ',')",1
"(',', 'NDTV')",1
"('``', 'blathering')",1
"('blathering', 'bimbo')",1
"('bimbo', '``')",1
"('``', 'who')",1
"('who', '``')",1
"('``', 'find')",1
"('find', '[')",1
"('[', 's')",1
"('s', ']')",1
"(']', 'no')",1
"('no', 'pleasure')",1
"('pleasure', 'in')",1
"('in', '[')",1
"('[', 'her')",1
"('her', 'role')",1
"('role', ']')",1
"('Despite', 'the')",2
"('the', 'negative')",1
"('reviews', ',')",1
"('a', 'Best')",1
"('nomination', 'at')",1
"('the', '14th')",2
"('14th', 'IIFA')",1
"('IIFA', 'Awards')",1
"('Awards', 'for')",1
"('first', 'release')",1
"('of', '2013')",3
"('2013', 'was')",1
"('was', 'Race')",1
"('an', 'ensemble')",1
"('ensemble', 'action')",1
"('thriller', '(')",1
"('(', 'alongside')",1
"('alongside', 'Saif')",1
"('Saif', 'Ali')",1
"('Ali', 'Khan')",1
"('Khan', ',')",4
"(',', 'Deepika')",1
"('Deepika', 'Padukone')",1
"('Padukone', ',')",1
"(',', 'Ameesha')",1
"('Ameesha', 'Patel')",1
"('Patel', ',')",1
"('and', 'Anil')",1
"('Anil', 'Kapoor')",1
"('Kapoor', ')')",2
"(')', ')')",1
"(',', 'described')",2
"('described', 'as')",8
"('``', 'cinematic')",1
"('cinematic', 'equivalent')",1
"('equivalent', 'of')",1
"('a', 'trashy')",1
"('trashy', 'novel')",1
"('novel', '``')",1
"('by', 'critic')",1
"('critic', 'Rajeev')",2
"('Masand', '.')",1
"('played', 'Omisha')",1
"('Omisha', ',')",1
"('a', 'femme')",1
"('femme', 'fatale')",1
"('fatale', ',')",1
"('role', 'which')",2
"('required', 'her')",1
"('her', 'learn')",1
"('learn', 'fencing')",1
"('fencing', 'and')",1
"('some', 'acrobatics')",1
"('acrobatics', '.')",1
"('film', 'emerged')",1
"('emerged', 'as')",2
"('a', 'commercial')",5
"('success', ',')",2
"('the', 'domestic')",1
"('domestic', 'gross')",1
"('gross', 'of')",1
"('of', 'more')",2
"('than', '₹')",1
"('1', 'billion')",1
"('$', '15')",1
"('15', 'million')",1
"('a', 'particularly')",2
"('particularly', 'scathing')",1
"('scathing', 'review')",1
"('review', ',')",1
"(',', 'Saibal')",1
"('Saibal', 'Chatterjee')",1
"('Chatterjee', 'of')",1
"('NDTV', 'wrote')",1
"('that', 'both')",2
"('both', 'Fernandez')",1
"('Fernandez', 'and')",1
"('and', 'Padukone')",1
"('Padukone', '``')",1
"('``', 'strut')",1
"('strut', 'around')",1
"('around', 'like')",1
"('like', 'wound')",1
"('wound', '@')",1
"('up', 'automatons')",1
"('automatons', 'that')",1
"('are', 'all')",1
"('all', 'decked')",1
"('decked', '@')",1
"('up', 'but')",1
"('but', 'have')",2
"('have', 'nowhere')",1
"('nowhere', 'to')",1
"('to', 'go')",1
"('go', '.')",1
"('Fernandez', 'also')",1
"('also', 'appeared')",1
"('an', 'item')",1
"('item', 'number')",1
"('number', '(')",1
"('(', 'music')",1
"('video', ')')",1
"(')', 'titled')",1
"('titled', '``')",1
"('``', 'Jaadu')",1
"('Jaadu', 'Ki')",1
"('Ki', 'Jhappi')",1
"('Jhappi', '``')",1
"('for', 'Prabhu')",1
"('Prabhu', 'Deva')",1
"('Deva', ""'s"")",1
"(""'s"", 'Ramaiya')",1
"('Ramaiya', 'Vasta')",1
"('Vasta', 'Vaiya')",1
"('Vaiya', '.')",1
"('=', '2014')",1
"('2014', '–')",1
"('–', 'present')",1
"('present', '=')",1
"(""'s"", 'directorial')",1
"('directorial', 'debut')",1
"('debut', '—')",1
"('—', 'the')",8
"('action', 'film')",1
"('film', 'Kick')",1
"('a', 'remake')",1
"('remake', 'of')",1
"('a', '2009')",1
"('2009', 'Telugu')",1
"('Telugu', 'film')",1
"('film', 'of')",1
"('of', 'same')",1
"('same', 'name')",3
"('name', '.')",4
"('She', 'starred')",1
"('starred', 'opposite')",1
"('opposite', 'Salman')",1
"('Salman', 'Khan')",1
"('playing', 'Shaina')",1
"('Shaina', ',')",1
"('a', 'psychiatry')",1
"('psychiatry', 'student')",1
"('student', '.')",1
"('She', 'retained')",1
"('her', 'real')",1
"('real', 'voice')",1
"('voice', 'for')",1
"('in', 'Kick')",1
"('Kick', '.')",1
"('While', 'Sneha')",1
"('Sneha', 'May')",1
"('May', 'Francis')",1
"('Francis', 'commented')",1
"('commented', 'that')",2
"('she', 'is')",2
"('is', ':')",1
"('``', 'incredibly')",1
"('incredibly', 'dazzling')",1
"('dazzling', ',')",1
"('and', 'moves')",1
"('moves', 'like')",1
"('like', 'a')",2
"('a', 'magic')",1
"('magic', '``')",2
"(',', 'Raja')",1
"('Raja', 'Sen')",2
"('Sen', 'of')",1
"('of', 'Rediff.com')",1
"('Rediff.com', 'was')",1
"('was', 'more')",2
"('more', 'critical')",1
"('critical', 'of')",3
"('her', 'dialogue')",1
"('dialogue', 'delivery')",1
"('delivery', ',')",1
"('calling', 'it')",1
"('it', '``')",6
"('``', 'unfortunate')",1
"('unfortunate', '.')",1
"('film', 'received')",1
"('received', 'mixed')",1
"('reviews', 'from')",1
"('from', 'critics')",1
"('critics', ',')",1
"('but', 'with')",1
"('with', 'worldwide')",1
"('worldwide', 'revenue')",1
"('revenue', 'of')",1
"('of', 'over')",1
"('over', '₹')",1
"('₹', '3')",1
"('@', '75')",1
"('75', 'billion')",1
"('$', '56')",1
"('56', 'million')",1
"('it', 'became')",1
"('the', 'fourth')",3
"('fourth', 'highest')",1
"('Bollywood', 'film')",1
"('film', 'established')",1
"('established', 'Fernandez')",1
"('Fernandez', 'as')",1
"('popular', 'Bollywood')",1
"('Bollywood', 'actresses')",1
"('actresses', '.')",1
"('In', '2015')",1
"('2015', ',')",2
"('Fernandez', 'featured')",2
"('in', 'Vicky')",1
"('Vicky', 'Singh')",1
"('Singh', ""'s"")",1
"(""'s"", 'Roy')",1
"('Roy', ',')",1
"('a', 'romantic')",2
"('romantic', 'thriller')",1
"('thriller', ',')",1
"('which', 'critic')",1
"('critic', 'Sarita')",1
"('Sarita', 'A.')",1
"('A.', 'Tanwar')",1
"('Tanwar', 'described')",1
"('``', 'boring')",1
"('boring', ',')",1
"(',', 'exhausting')",1
"('exhausting', 'and')",1
"('and', 'pretentious')",1
"('pretentious', '``')",1
"('``', 'film')",1
"('played', 'dual')",1
"('dual', 'roles')",1
"('roles', ',')",5
"(',', 'Ayesha')",1
"('Ayesha', 'Aamir')",1
"('Aamir', ',')",1
"('a', 'filmmaker')",1
"('filmmaker', 'in')",1
"('a', 'relationship')",1
"('another', 'filmmaker')",1
"('filmmaker', '(')",1
"('by', 'Arjun')",1
"('Arjun', 'Rampal')",1
"('Rampal', ')')",1
"('and', 'Tia')",1
"('Tia', 'Desai')",1
"('Desai', ',')",1
"('girl', 'in')",1
"('in', 'love')",1
"('love', 'with')",1
"('a', 'thief')",1
"('thief', '(')",1
"('by', 'Ranbir')",1
"('Ranbir', 'Kapoor')",1
"('While', 'India')",1
"('India', 'TV')",2
"('TV', 'called')",1
"('called', 'it')",1
"('``', 'her')",1
"('best', 'act')",1
"('act', 'till')",1
"('till', 'date')",1
"('date', '``')",1
"(',', 'critic')",1
"('Masand', 'felt')",1
"('``', 'appears')",1
"('appears', 'miscast')",1
"('miscast', 'in')",1
"('part', 'that')",1
"('that', 'required')",1
"('required', 'greater')",1
"('greater', 'range')",1
"('<s>', 'Roy')",1
"('Roy', 'failed')",1
"('meet', 'its')",1
"('its', 'box')",1
"('office', 'expectations')",1
"('expectations', ',')",1
"('failure', '.')",1
"('a', 'guest')",1
"('guest', 'appearance')",1
"('appearance', 'for')",1
"('the', 'comedy')",1
"('comedy', '@')",1
"('@', 'satire')",1
"('satire', 'Bangistan')",1
"('Bangistan', '.')",1
"('<s>', 'Karan')",1
"('Karan', 'Malhotra')",1
"('Malhotra', ""'s"")",1
"(""'s"", 'action')",1
"('action', 'drama')",1
"('drama', 'Brothers')",1
"('Brothers', 'was')",1
"(""'s"", 'next')",1
"('next', 'release')",1
"('@', 'starring')",1
"('starring', 'alongside')",1
"('Kumar', 'and')",1
"('and', 'Sidharth')",1
"('Sidharth', 'Malhotra')",1
"('Malhotra', ',')",1
"('played', 'Jenny')",1
"('Jenny', ',')",1
"('a', 'fearless')",1
"('fearless', 'mother')",1
"('mother', 'struggling')",1
"('struggling', 'for')",1
"('her', 'child')",1
"('she', 'described')",1
"('``', 'challenging')",1
"('challenging', '``')",1
"('``', 'intense')",1
"('intense', '``')",1
"('``', 'difficult')",1
"('difficult', '``')",1
"('The', 'role')",1
"('role', 'marked')",1
"('marked', 'a')",1
"('a', 'departure')",1
"('departure', 'from')",1
"('the', 'glamorous')",1
"('glamorous', 'characters')",1
"('characters', 'that')",1
"('a', 'reputation')",1
"('reputation', 'for')",1
"('for', 'portraying')",1
"('portraying', '.')",1
"('<s>', 'Film')",2
"('Film', 'critics')",1
"('critics', 'praised')",3
"('though', 'their')",1
"('their', 'response')",1
"('mixed', '.')",1
"('<s>', 'Dhriti')",1
"('Dhriti', 'Sharma')",1
"('Sharma', 'of')",1
"('of', 'Zee')",1
"('Zee', 'News')",1
"('News', 'called')",1
"('her', 'character')",1
"('character', '``')",1
"('``', 'soft')",1
"('soft', ',')",1
"(',', 'timid')",1
"('timid', 'and')",1
"('and', 'promising')",1
"('promising', '``')",1
"('and', 'praised')",2
"('for', ':')",1
"('``', 'convincingly')",1
"('convincingly', 'pull')",1
"('pull', '[')",1
"('[', 'ing')",1
"('ing', ']')",1
"(']', 'off')",1
"('off', 'a')",2
"('a', 'pleasing')",1
"('pleasing', 'character')",1
"('character', 'of')",1
"('a', 'street')",1
"('street', 'fighter')",1
"('fighter', ""'s"")",1
"(""'s"", 'wife')",2
"('wife', '``')",1
"('Film', 'critic')",1
"('critic', 'Subhash')",1
"('Subhash', 'K.')",1
"('K.', 'Jha')",1
"('Jha', 'noted')",1
"('she', ':')",1
"('``', '...')",1
"('...', 'in')",1
"('limited', 'role')",1
"('role', 'gives')",1
"('gives', 'her')",1
"('her', 'finest')",1
"('finest', 'emotive')",1
"('emotive', 'shot')",1
"('shot', '``')",1
"('while', 'critic')",1
"('critic', 'Raja')",1
"('Sen', 'remarked')",1
"('remarked', ':')",1
"('``', '[')",2
"('[', 'she')",2
"('she', ']')",1
"(']', 'plays')",1
"('plays', 'Kumar')",1
"('Kumar', ""'s"")",1
"(""'s"", 'long')",1
"('long', '@')",2
"('@', 'sobbing')",1
"('sobbing', 'wife')",1
"('wife', 'who')",1
"('who', 'gets')",1
"('gets', 'so')",1
"('so', 'deliriously')",1
"('deliriously', 'happy')",1
